what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309288430854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288430902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288432819
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309288446515
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309288469332
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288469375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288471051
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1309288480805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288484444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288486417
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288486521
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288488552
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1309288490684
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309288502235
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309288508032
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288508097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288509694
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1309288513771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288513999
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309288514066
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309288532304
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309288534901
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288535004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288536665
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288543698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288560962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309288573362
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309288584212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288584258
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288585499
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288602574
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288644528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288656625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288666883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288670092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288699121
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1309288706580
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288717051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288717363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309288734001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288737046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288747714
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309288756205
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309288768620
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309288768709
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309288769931
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309288771095
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309288771178
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288789898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288817620
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309288820758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309288834275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309288840713
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309288843824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288847673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288850312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309288860628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309288976033
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289057741
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1309289062710
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289066596
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289066686
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289068041
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289073300
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289074287
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1309289087963
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1309289138927
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1309289141060
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289161101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289164629
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289168234
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289171436
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289296481
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289299340
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309289300255
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289305603
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309289308919
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289318549
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1309289322147
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289325122
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289443806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1309289446960
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1309289463143
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1309289471008
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289475647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289521585
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289545432
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1309289565139
